,Gender,MaritalStatus,Travelling,Vertical,Education,Role,OverTime,Age,Turnover,Qualifications,Satisfaction,Engagement,Level,Daily,Hour,Monthly,MonthlyRate,Work Experience,SalaryHike,Last Rating,TrainingTimesLastYear,Work&Life,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrentManager,DistanceFromHome
1175,0,1,2,1,4,2,0,22,1,2,3,1,1,1244,51,4140,4728,1,11,3,5,1,1,1,0,1,4
1176,1,1,0,2,1,7,0,41,0,3,1,3,3,238,64,8584,22695,5,11,3,3,4,5,5,1,5,2
1177,1,0,2,1,1,5,0,40,0,3,4,3,4,1432,95,10862,19835,2,13,3,2,2,2,2,1,2,13
1178,1,1,0,2,1,7,0,50,1,4,2,3,2,252,74,5526,14290,7,12,3,2,3,7,4,0,7,9
1179,0,2,2,2,1,7,1,56,0,1,4,1,4,212,74,14602,19293,7,20,4,0,3,7,6,4,7,4
1180,1,1,2,2,1,8,0,32,0,1,3,3,1,136,81,2009,26842,1,19,3,3,3,1,0,0,0,2
1181,1,1,2,1,5,2,1,39,1,4,1,2,1,290,31,2119,20488,1,12,3,2,2,1,1,1,1,8
1182,0,1,2,1,3,2,1,37,0,4,1,3,1,861,73,5815,9604,9,20,4,2,3,9,9,5,9,16
1183,1,1,2,1,4,4,0,35,0,2,4,3,3,696,30,7297,15159,0,11,3,2,3,0,0,0,0,7
1184,1,1,2,1,1,4,0,43,0,3,2,3,3,107,38,7000,5135,1,11,3,2,3,1,0,0,1,28
1185,0,2,0,1,1,6,1,30,0,5,3,1,2,274,43,4673,15898,1,14,3,2,4,1,1,1,1,1
1186,1,2,2,2,3,7,0,37,0,2,1,3,2,186,46,4927,5187,1,18,3,5,3,1,1,0,1,2
1187,0,2,1,0,4,8,1,31,1,4,4,2,1,670,51,2598,23636,0,14,3,2,4,0,0,0,0,13
1188,1,1,1,0,1,4,1,35,0,4,2,3,2,362,83,4107,11865,1,18,3,3,2,1,1,0,1,4
1189,1,1,2,1,3,6,0,28,0,2,3,3,1,940,72,2640,22288,1,11,3,2,2,1,1,1,1,9
1190,0,1,2,1,5,6,0,22,0,4,3,1,1,1131,81,3354,3979,1,11,3,2,3,1,1,0,1,2
1191,0,0,2,1,5,2,0,20,0,3,3,3,1,346,96,4211,13880,1,21,4,2,2,1,0,0,0,19
1192,0,0,2,1,3,6,0,31,0,3,1,3,1,699,61,2376,6983,4,14,3,4,3,4,2,1,2,9
1193,0,1,2,1,5,6,0,38,1,4,2,4,1,247,46,2109,4638,1,17,3,5,3,1,0,0,0,5
1194,1,0,2,2,1,7,1,36,1,4,3,1,2,1078,43,5026,12007,3,12,3,1,2,3,3,1,3,9
1195,0,2,2,2,2,7,1,30,0,1,4,3,2,227,57,7717,20387,8,13,3,5,3,4,2,1,2,1
1196,0,1,2,1,4,2,0,44,0,3,4,2,1,212,45,2064,13323,0,11,3,3,3,0,0,0,0,2
1197,1,1,2,2,3,7,0,53,0,4,3,1,2,299,48,4850,21428,4,14,3,2,3,4,3,1,4,19
1198,1,1,2,1,3,5,0,40,0,3,4,3,4,474,70,15212,3102,3,12,3,2,1,3,0,0,2,24
1199,0,1,2,1,1,2,0,45,0,2,1,3,2,1455,83,2893,15980,1,11,3,2,3,1,1,0,1,9
1200,1,2,2,1,3,6,0,21,1,1,2,2,1,132,74,2434,12020,0,14,3,2,2,0,0,0,0,3
1201,0,0,2,1,4,5,0,45,0,4,4,2,3,183,65,16771,23127,2,16,3,2,3,2,2,2,2,7
1202,1,1,2,0,1,5,1,51,1,4,1,4,5,107,61,19410,2855,1,12,3,2,3,1,1,1,1,20
1203,1,1,2,2,2,7,1,41,0,2,4,3,2,388,60,4201,11236,1,15,3,2,3,1,1,1,1,20
1204,0,1,2,1,1,6,0,34,0,2,1,1,1,847,37,2101,16458,1,13,3,2,3,1,1,1,1,21
1205,1,2,2,1,4,6,0,19,0,3,2,3,1,691,71,2719,13180,1,19,3,2,3,1,1,1,1,3
1206,1,2,2,1,1,0,0,48,0,2,3,3,2,344,86,4629,12195,1,13,3,3,3,1,1,1,1,5
1207,1,1,2,1,3,5,1,50,0,3,4,2,5,809,95,10097,17265,6,15,3,3,3,6,6,0,6,9
1208,1,0,2,2,2,7,0,29,0,3,2,3,2,794,57,4831,7058,1,11,3,3,3,1,1,1,1,4
1209,1,0,0,1,3,6,1,38,1,4,4,2,2,111,64,4348,4972,0,12,3,2,1,0,0,0,0,3
1210,0,1,0,1,1,1,0,26,1,4,3,3,2,483,59,4770,13478,1,20,4,6,3,1,1,1,0,2
1211,1,1,2,1,1,6,0,29,0,1,3,3,1,893,81,3561,22389,1,14,3,3,3,1,0,0,0,3
1212,0,1,2,2,1,7,1,58,1,3,1,2,2,1007,47,16167,23598,8,18,3,5,3,1,0,0,0,22
1213,1,2,2,0,1,3,0,36,1,4,2,3,2,833,34,6052,20832,1,16,3,3,4,1,1,0,0,10
1214,0,2,2,1,1,6,0,30,0,4,3,2,1,492,58,2516,15057,1,13,3,2,3,1,1,0,1,1
1215,1,2,2,1,1,4,0,55,0,4,1,3,3,1369,99,8496,25079,3,12,3,2,2,3,3,3,3,2
1216,0,1,1,1,1,2,0,30,0,4,1,3,1,969,78,2416,15405,4,14,3,1,3,3,2,1,2,9
1217,1,1,2,1,3,0,0,45,0,1,2,3,4,858,87,19323,13354,2,12,3,6,3,2,2,2,2,1
1218,0,1,2,1,1,6,0,26,0,3,3,3,1,140,31,1266,6217,1,15,3,3,3,1,1,0,1,8
1219,0,1,2,1,1,3,0,52,0,1,2,1,5,667,36,13154,7879,4,11,3,2,3,4,4,4,4,2
1220,1,1,2,1,3,6,1,25,0,2,3,2,1,1178,49,2286,10394,4,13,3,4,3,2,2,2,2,5
1221,1,2,1,1,1,4,0,39,0,3,3,3,2,1050,45,6494,8625,4,22,4,3,4,4,2,2,4,3
1222,1,1,2,1,3,6,0,25,0,3,3,3,1,948,56,2381,15080,1,12,3,2,3,1,0,0,0,26
1223,1,2,2,1,3,4,0,58,0,4,1,3,2,1232,70,5575,24822,9,20,4,3,3,4,4,1,1,3
1224,1,1,0,2,1,7,1,37,1,3,1,2,3,994,36,4781,8808,1,11,3,3,2,1,1,1,1,4
1225,1,1,0,1,1,2,0,28,0,1,3,3,1,796,32,3018,16320,1,19,3,3,3,1,1,1,0,20
1226,1,2,2,1,1,0,0,41,0,2,1,3,2,169,71,6352,17101,1,14,3,3,3,1,1,0,1,2
1227,1,1,2,2,2,7,0,18,0,2,2,3,2,1255,62,4377,10759,9,12,3,2,3,7,7,7,2,2
1228,0,1,2,1,3,6,0,58,0,4,4,3,1,1106,84,2015,15142,8,15,3,5,1,0,0,0,0,1
1229,1,2,0,1,3,5,0,45,0,3,3,3,2,710,52,4745,23181,6,13,3,2,3,6,6,0,6,6
1230,1,0,0,2,3,8,0,54,0,4,4,3,1,1324,39,3020,10982,4,12,3,3,4,2,2,2,2,1
1231,1,2,2,1,1,0,0,40,0,3,3,2,2,1242,93,4988,15926,7,14,3,2,3,7,7,0,7,2
1232,0,1,1,1,3,2,0,30,0,1,3,2,1,252,73,3758,15243,6,13,3,2,3,6,6,3,2,2
1233,0,2,2,1,1,3,0,40,0,2,4,2,3,834,90,16954,22794,3,18,3,2,1,3,0,0,3,3
1234,0,0,2,2,2,8,1,41,0,4,2,3,1,796,60,2737,2344,8,13,3,2,3,2,2,2,2,8
1235,0,1,0,1,3,6,0,34,0,2,4,2,2,1274,64,5470,8959,0,16,3,2,3,0,0,0,0,8
1236,0,2,2,2,4,7,1,41,0,4,3,3,5,1301,59,16581,17714,7,11,3,2,1,3,2,2,2,4
1237,0,1,2,1,1,3,0,40,0,4,1,3,4,350,58,16763,26341,4,21,4,0,3,4,4,4,4,5
1238,1,1,2,1,1,5,0,36,0,1,4,2,4,636,41,17705,25725,1,13,3,2,3,1,1,1,1,2
1239,0,1,2,1,3,6,0,20,0,3,4,1,1,476,76,3029,6959,1,17,3,2,2,1,1,0,1,3
1240,1,2,2,2,2,7,1,37,0,4,4,2,2,388,54,5211,22697,7,14,3,2,4,2,2,2,2,1
1241,1,2,0,1,3,6,0,21,0,1,4,2,1,873,64,2823,12125,2,11,3,5,3,1,1,0,0,2
1242,1,1,0,1,1,2,0,30,0,3,3,4,1,755,97,3660,12004,8,14,3,3,2,5,4,0,3,1
1243,0,0,2,1,3,2,0,27,1,3,4,3,1,479,93,2333,2125,1,11,3,2,2,1,1,0,1,9
1244,1,0,1,2,3,7,0,25,0,3,3,2,2,891,96,4114,4317,1,13,3,5,3,1,1,1,1,20
1245,1,0,2,1,4,6,0,35,0,3,1,3,1,338,48,3806,15217,1,22,4,2,2,1,1,0,1,9
1246,1,2,2,1,3,6,0,35,0,4,2,3,1,201,76,1472,12274,1,17,3,2,3,1,0,0,1,13
1247,1,2,1,1,1,6,1,41,1,2,3,2,1,854,64,3286,11561,0,13,3,2,3,0,0,0,0,7
1248,0,2,2,1,5,7,1,35,0,3,2,3,3,1112,94,7362,11309,1,11,3,2,3,1,1,1,1,15
1249,1,0,1,2,3,8,0,29,0,3,4,4,1,616,57,1370,23238,1,23,4,2,3,1,0,0,0,17
1250,1,2,1,1,1,6,0,38,0,2,4,2,1,855,68,2896,3354,1,12,3,3,3,1,1,1,1,13
1251,1,1,2,1,1,5,1,31,0,2,4,4,3,722,42,16078,15664,6,13,3,3,2,6,6,6,6,2
1252,0,1,2,2,2,7,0,47,0,2,3,3,2,1353,60,5220,4001,6,17,3,4,4,3,2,0,2,7
1253,0,2,2,2,5,8,0,24,0,3,4,3,1,1250,58,2274,8482,1,23,4,2,4,0,0,0,0,21
1254,0,2,2,1,1,4,0,41,0,1,4,3,2,1489,43,5084,7611,9,20,4,3,3,2,2,1,2,2
1255,0,0,0,1,1,2,0,19,1,3,2,3,1,204,41,2274,16732,0,22,4,6,2,0,0,0,0,2
1256,0,1,2,1,3,4,0,54,0,2,3,3,4,717,39,19740,10613,2,16,3,3,3,2,2,1,0,8
1257,1,2,2,1,1,2,0,26,0,1,3,2,2,109,86,4697,17759,1,25,4,4,3,1,0,0,0,16
1258,1,1,2,1,1,2,0,44,0,4,4,2,1,1112,92,5460,7271,7,12,3,2,1,5,2,1,3,16
1259,1,0,2,1,3,5,1,58,0,3,2,3,5,167,90,19417,9508,1,13,3,2,3,1,1,0,1,22
1260,0,2,2,1,3,8,0,27,0,3,4,1,1,1316,92,3412,8751,1,12,3,2,4,1,1,1,1,9
1261,1,2,2,2,1,7,1,34,1,2,2,2,2,351,87,6239,23563,2,22,4,3,3,2,2,2,2,7
1262,1,0,2,1,3,4,0,33,0,4,3,1,3,537,58,10217,22465,9,24,4,5,2,7,7,4,7,6
1263,0,2,1,2,2,7,0,36,0,2,4,3,3,886,84,7730,25418,0,20,4,2,3,0,0,0,0,3
1264,0,2,2,1,1,6,1,31,0,2,1,3,1,877,94,1502,5301,1,11,3,2,3,1,1,1,1,7
1265,1,2,0,2,1,7,0,37,1,3,1,2,3,715,39,7707,2188,7,17,3,2,1,2,2,1,2,4
1266,0,1,2,1,1,2,0,37,0,3,4,3,1,787,70,2956,17022,1,14,3,2,3,1,1,0,1,26
1267,0,0,2,1,3,0,1,44,0,3,2,4,2,567,93,6247,23421,0,12,3,3,2,0,0,0,0,8
1268,0,0,2,1,1,6,0,39,0,2,1,3,1,1246,84,2119,20109,3,11,3,2,3,2,2,2,2,1
1269,1,1,2,1,3,0,1,46,0,3,1,3,2,504,89,6321,12485,7,12,3,5,3,7,5,4,6,1
1270,0,1,0,1,3,6,0,31,0,3,4,3,2,1335,43,4514,23058,1,12,3,2,4,1,1,0,1,10
1271,0,1,2,1,1,2,1,47,0,2,2,3,2,123,75,5397,2751,9,11,3,4,3,1,1,0,0,1
1272,1,0,2,1,1,4,0,33,0,4,2,3,2,318,47,5177,24964,1,13,3,2,2,1,1,1,1,11
1273,0,0,2,1,3,0,0,55,0,3,3,3,4,154,83,10055,7654,0,11,3,2,2,0,0,0,0,2
1274,1,2,2,1,3,2,0,50,1,3,4,2,1,517,40,2672,15065,0,13,3,6,3,0,0,0,0,19
1275,1,1,2,1,1,5,1,51,0,3,1,2,4,122,44,19301,7522,3,12,3,1,3,3,0,0,0,2
1276,1,1,2,1,1,4,0,53,0,4,2,2,3,111,68,19626,6075,3,16,3,3,3,3,3,3,3,1
1277,0,0,0,2,3,7,1,34,0,2,3,3,2,195,100,5038,6289,3,16,3,2,4,1,0,0,0,16
1278,0,1,2,1,3,6,0,48,0,1,3,3,1,1430,68,3776,12879,5,21,4,5,4,5,4,0,3,4
1279,0,1,2,2,3,7,0,23,0,1,3,3,2,657,88,4801,11626,1,17,3,3,3,1,1,0,1,1
1280,1,1,2,1,3,6,1,50,1,4,2,2,1,469,71,4449,26451,9,13,3,2,1,4,3,1,2,1
1281,1,0,2,1,1,0,1,46,0,4,1,3,3,161,93,7307,15084,2,15,3,2,1,2,2,2,2,26
1282,0,1,2,1,3,0,1,19,0,1,3,3,3,957,64,4085,15690,1,12,3,3,3,1,1,1,1,16
1283,1,1,0,1,3,2,1,27,1,3,4,1,1,1141,42,2094,10509,0,11,3,5,3,0,0,0,0,16
1284,0,1,2,1,1,2,0,22,0,5,1,3,1,1318,46,2984,6022,0,11,3,2,2,0,0,0,0,15
1285,0,0,0,1,3,6,0,37,0,4,2,3,1,401,62,2280,10241,4,16,3,2,3,3,2,1,2,1
1286,1,0,2,1,3,2,0,31,0,4,4,3,1,1432,45,1893,19313,9,17,3,2,3,5,3,1,2,1
1287,0,1,2,1,0,2,0,34,0,3,1,3,1,132,82,2713,12813,3,13,3,5,2,2,2,2,2,5
1288,0,0,2,2,1,7,0,30,0,4,1,3,2,1095,87,6605,2629,1,12,3,3,3,1,1,0,1,1
1289,1,0,2,2,5,7,1,34,0,3,4,3,2,526,44,4326,11430,3,15,3,2,4,0,0,0,0,1
1290,0,2,0,1,1,2,0,55,0,5,4,1,1,1371,79,3742,20582,3,20,4,5,3,1,0,0,0,16
1291,1,1,2,1,3,2,0,28,0,4,3,3,1,626,52,2985,12124,1,14,3,5,3,1,1,0,1,4
1292,0,1,2,1,1,4,0,44,0,4,2,4,2,1337,86,5671,4825,7,11,3,2,3,7,5,5,7,9
1293,0,0,2,2,2,8,0,28,1,3,4,3,1,149,47,9800,20575,1,13,3,5,3,1,0,0,0,10
1294,0,2,2,2,3,8,1,28,1,3,1,3,1,198,89,2208,19126,1,18,3,2,1,1,1,0,0,4
1295,0,2,0,1,1,6,0,29,0,3,3,3,2,848,61,6697,13319,1,17,3,4,3,1,1,1,1,8
1296,0,1,2,1,1,6,0,31,0,3,1,4,1,1362,68,2064,24937,1,14,3,4,1,1,1,1,1,18
1297,1,1,2,1,1,5,1,52,0,4,4,2,5,1404,75,18134,10704,2,22,4,2,3,2,0,0,2,4
1298,0,0,2,1,1,0,1,34,1,3,4,3,3,177,85,15828,11378,5,13,3,4,3,5,5,5,5,8
1299,0,0,1,0,3,6,1,35,0,2,4,3,1,1185,32,2922,22023,1,25,4,6,3,1,1,0,1,13
1300,0,2,2,1,1,6,0,40,0,1,3,2,1,527,67,1118,9803,1,22,4,2,3,1,0,0,1,17
1301,0,1,2,2,5,7,1,39,1,4,2,3,2,1492,100,4314,17658,1,12,3,2,2,1,1,1,1,5
1302,1,0,2,1,1,4,0,30,0,4,3,2,2,698,53,9631,3138,4,25,4,2,3,1,0,0,0,29
1303,0,0,2,2,2,7,1,36,1,3,3,3,3,697,52,9861,13688,3,12,3,2,3,3,0,0,0,14
1304,0,1,2,1,3,3,0,54,0,3,3,2,4,640,75,13632,17652,2,18,3,2,3,1,1,0,0,5
1305,0,2,0,2,2,7,0,41,0,3,3,3,3,728,90,7196,20554,1,12,3,3,3,1,1,0,1,7
1306,0,1,2,1,3,2,0,41,0,2,2,4,3,852,73,7451,9438,8,15,3,2,2,7,7,0,7,2
1307,0,0,2,1,3,5,1,53,0,3,2,3,4,1388,66,15603,22134,7,14,3,1,4,7,4,4,7,26
1308,1,0,2,1,3,1,0,28,0,1,4,3,1,1027,97,2373,5954,1,13,3,2,2,1,1,1,1,4
1309,0,0,2,1,3,2,1,54,0,2,2,3,1,298,87,3915,13989,2,16,3,3,3,2,2,1,2,10
1310,0,1,2,0,3,1,0,39,0,4,3,2,3,155,47,9991,25917,1,19,3,2,3,1,1,1,1,26
1311,1,0,0,1,3,0,0,39,0,3,4,3,2,1333,54,5725,15077,4,20,4,2,4,4,3,0,4,10
1312,1,0,0,1,3,6,1,36,0,4,1,2,2,190,32,5002,2983,1,11,3,5,2,1,1,1,1,18
1313,0,1,2,1,1,2,0,38,0,3,3,4,2,436,45,4163,5718,1,11,3,1,3,1,1,1,1,2
1314,1,2,2,1,1,0,0,46,0,4,2,3,2,860,62,6494,2191,2,14,3,4,4,2,0,0,0,1
1315,0,1,2,2,2,7,1,42,0,3,4,2,3,449,58,16929,24053,1,15,3,2,3,1,1,1,1,15
1316,1,0,2,1,1,2,0,43,0,3,1,3,1,1495,44,2304,15922,1,23,4,2,3,1,0,0,1,7
1317,0,1,2,2,2,3,0,47,0,3,4,3,4,1471,92,17070,13031,2,12,3,4,3,2,2,2,2,12
1318,0,0,2,1,3,4,0,31,0,2,1,2,2,1159,91,6374,15450,1,13,3,4,3,1,1,1,1,5
1319,0,1,0,2,3,7,0,29,1,5,1,3,1,1344,83,1129,21039,0,19,3,5,2,0,0,0,0,11
1320,0,1,2,1,1,4,1,45,0,4,4,2,2,714,43,4057,19401,1,14,3,2,3,1,1,1,1,26
1321,0,1,0,1,4,6,0,28,0,5,3,3,1,425,36,4891,6927,1,15,3,2,3,1,1,1,1,5
1322,1,2,0,1,1,6,0,39,1,4,3,2,1,502,33,2724,22913,6,16,3,2,3,4,2,2,2,13
1323,0,2,1,2,1,7,0,46,1,3,2,3,2,925,82,5634,25028,4,17,3,2,3,1,0,0,0,3
1324,0,2,0,2,1,7,0,36,0,2,3,3,2,1144,84,2369,13198,7,14,3,3,3,7,0,0,0,6
1325,0,1,2,2,1,7,0,29,1,2,2,3,1,1149,49,2970,12888,1,18,3,6,3,1,1,0,1,2
1326,1,0,2,1,3,6,0,36,0,2,1,3,2,939,76,3347,14462,7,11,3,3,1,7,7,3,2,29
1327,0,1,2,1,3,2,1,35,0,4,3,4,1,657,37,4896,5459,5,23,4,5,3,2,2,1,2,2
1328,0,1,2,2,1,7,1,36,0,4,4,2,3,1345,71,9728,25554,8,12,3,2,3,1,0,0,0,15
1329,0,1,2,1,1,6,1,28,0,3,1,2,1,417,88,2275,17622,1,11,3,1,3,1,1,0,0,21
1330,1,1,2,2,3,7,0,31,0,1,3,3,2,315,93,4292,26862,3,18,3,5,4,3,3,0,2,6
1331,1,2,2,1,1,0,0,35,0,3,2,3,2,611,53,6204,24570,1,12,3,2,4,1,1,1,1,2
1332,1,1,2,0,1,3,1,58,0,1,3,2,4,804,93,13879,15392,3,13,3,3,3,3,3,1,3,24
1333,1,1,1,1,1,6,0,48,0,3,2,3,1,111,97,2213,21462,9,13,3,4,3,5,1,0,3,10
1334,1,0,1,1,1,0,0,33,0,3,1,3,2,116,76,4878,22498,4,11,3,2,3,3,2,1,2,19
1335,1,1,1,1,4,0,0,41,0,2,4,2,2,584,95,4141,17322,4,14,3,2,2,4,4,1,4,2
1336,0,0,2,1,3,6,0,23,0,2,1,2,1,1406,92,2606,10895,1,14,3,2,4,1,1,0,1,1
1337,0,1,0,1,1,2,1,25,1,1,3,2,1,1427,71,2944,16985,1,11,3,2,4,1,1,1,1,14
1338,0,0,1,1,3,4,1,59,0,2,2,3,2,571,44,6993,5748,9,14,3,2,3,6,4,1,2,19
1339,0,2,2,2,2,8,0,30,1,3,3,2,1,397,57,3594,3355,1,13,3,0,3,1,1,1,1,14
1340,0,1,2,1,3,0,0,35,0,4,2,2,2,1129,96,4273,6175,0,21,4,1,3,0,0,0,0,1
1341,0,2,2,1,1,2,0,29,0,1,2,3,1,158,37,3960,9329,1,14,3,3,4,0,0,0,0,5
1342,1,1,2,1,1,2,0,37,1,2,2,2,1,142,69,2626,5235,5,14,3,5,2,0,0,0,0,20
1343,0,1,2,2,5,7,0,29,0,3,2,1,2,978,52,5821,4492,1,11,3,0,3,1,0,0,0,1
1344,0,2,2,1,1,3,0,57,0,3,3,3,5,617,93,17720,12982,3,13,3,6,4,3,2,1,2,5
1345,0,2,0,1,1,6,0,42,0,3,4,2,1,359,81,3024,17283,1,13,3,3,3,1,1,1,0,7
1346,0,1,2,1,3,2,0,22,0,2,2,3,1,1492,36,3047,2125,1,17,3,2,2,1,1,0,1,7
1347,0,0,2,1,3,3,0,43,0,5,1,3,5,734,96,17536,2227,3,15,3,4,3,3,3,3,3,10
1348,0,1,2,2,1,7,0,27,0,3,4,3,2,1171,32,6224,8033,1,13,3,3,2,1,1,0,1,9
1349,0,1,2,1,4,6,0,24,0,3,3,3,1,1160,82,2004,22784,1,22,4,6,1,1,0,0,0,1
1350,0,1,2,1,3,6,1,48,0,4,4,3,1,968,98,2317,25089,1,11,3,4,2,1,1,0,1,1
1351,1,1,2,1,3,4,0,39,0,4,4,3,1,1328,75,3234,24766,6,18,3,1,3,5,4,1,3,10
1352,0,0,2,1,1,2,0,26,0,3,3,2,2,582,93,3471,12554,1,11,3,6,3,1,0,0,1,5
1353,0,1,0,1,1,3,0,59,0,3,4,3,3,1479,99,17639,20242,7,12,3,3,3,5,2,0,2,5
1354,0,1,2,2,3,7,0,36,0,4,4,3,3,561,80,8725,13590,8,12,3,3,3,8,8,8,0,8
1355,0,1,2,2,3,7,0,47,0,3,2,3,2,350,62,4699,14898,1,14,3,2,3,1,1,1,1,10
1356,0,0,2,1,4,3,0,37,1,3,2,2,3,624,69,18944,6622,0,20,4,6,1,0,0,0,0,29
1357,1,2,0,1,4,0,0,36,1,3,4,2,3,129,86,9529,12819,1,20,4,2,1,1,1,1,1,16
1358,1,1,2,1,4,6,0,21,0,3,3,3,1,593,30,2898,22473,1,19,3,2,3,1,1,1,1,20
1359,1,2,0,0,5,8,1,26,1,3,1,2,1,709,100,2918,5108,1,14,3,2,3,1,1,1,1,7
1360,1,1,2,2,1,7,0,52,0,3,3,2,3,1304,41,19107,20656,4,12,3,2,2,4,3,0,3,28
1361,0,1,2,1,1,4,0,35,0,3,2,4,3,111,47,9043,26134,1,11,3,1,2,1,1,1,1,28
1362,0,0,1,1,1,2,0,24,0,3,4,3,1,1130,71,2677,23252,1,11,3,1,3,1,1,0,0,1
1363,1,1,0,0,4,1,0,53,0,2,4,3,2,594,93,6847,17291,1,23,4,1,3,1,1,0,1,1
1364,1,2,2,2,0,8,0,29,1,3,1,4,1,415,86,2330,18137,0,18,3,3,2,0,0,0,0,13
1365,1,1,2,2,2,7,0,29,1,3,3,2,2,990,98,1318,11180,1,14,3,2,4,1,1,0,0,27
1366,0,1,2,1,5,5,0,38,0,4,4,3,4,687,86,10643,24027,3,11,3,5,3,3,2,0,1,2
1367,1,2,1,2,2,8,0,57,1,3,1,2,1,1470,56,2102,20380,2,18,3,3,2,2,2,0,0,2
1368,0,0,1,2,2,3,0,54,0,4,2,2,5,666,50,19477,2505,3,17,3,3,3,3,3,3,3,21
1369,0,2,2,1,1,2,0,46,1,3,3,2,1,897,59,3941,6827,1,18,3,3,3,1,1,1,1,2
1370,0,2,1,1,3,6,0,21,0,3,1,3,1,864,90,4012,26914,6,13,3,2,1,2,2,2,2,1
1371,1,1,2,1,0,5,1,43,0,3,4,3,4,1030,92,19215,9625,2,24,4,5,4,2,2,2,2,26
1372,0,0,0,2,2,3,0,54,0,4,2,3,4,719,93,19757,8087,2,12,3,5,4,2,2,2,2,29
1373,0,0,2,2,5,7,0,40,0,3,2,1,2,1206,34,5007,18914,9,11,3,3,3,9,2,0,2,8
1374,1,2,2,1,3,2,0,42,1,2,4,2,1,1296,40,3616,3450,1,15,3,2,3,1,1,1,1,9
1375,0,1,2,1,1,2,1,48,0,4,2,4,1,447,32,2788,15940,1,13,3,3,2,0,0,0,1,19
1376,0,1,2,1,5,5,1,48,0,2,3,3,4,195,76,13432,9985,4,14,3,1,3,4,4,4,4,8
1377,1,1,1,0,1,2,1,31,1,3,1,2,1,618,70,2726,25235,7,12,3,3,1,1,0,0,0,10
1378,1,0,1,1,1,6,0,37,0,4,4,1,1,586,41,2876,23877,3,12,3,1,3,3,3,0,0,4
1379,0,0,2,2,2,7,0,28,0,3,3,3,2,1155,87,8893,7512,7,19,3,1,2,2,2,0,0,21
1380,1,1,1,0,3,1,0,38,0,4,2,2,2,653,46,6524,23321,1,14,3,2,3,1,1,1,1,13
1381,1,0,2,0,3,8,0,36,0,3,3,4,1,363,74,3023,16313,5,14,3,3,3,1,0,0,0,1
1382,1,1,0,2,5,1,1,50,0,3,1,4,3,922,87,17475,2125,1,19,3,4,2,1,1,1,1,21
1383,1,0,0,1,1,4,0,30,0,4,1,2,2,1425,80,6027,16128,1,11,3,3,3,1,1,1,1,15
1384,1,1,2,2,0,7,0,48,0,3,4,3,3,1214,77,7723,10286,2,13,3,5,3,2,2,1,2,3
1385,1,0,2,1,3,6,1,55,0,3,3,2,5,1012,50,13403,15286,3,12,3,3,3,3,3,3,3,6
1386,0,1,0,1,3,6,0,54,0,3,4,4,1,182,94,2889,2320,1,16,3,3,3,1,1,0,1,22
1387,1,1,0,2,0,7,0,24,0,3,2,2,2,107,81,6348,13831,1,18,3,3,3,1,1,0,1,9
1388,0,2,2,1,3,6,0,22,1,3,1,2,1,1093,76,2438,24331,0,16,3,6,3,0,0,0,0,19
1389,0,2,2,1,5,6,0,41,0,4,2,3,2,697,90,4406,15470,1,15,3,4,3,1,1,0,1,3
1390,0,2,2,2,2,8,0,33,0,3,3,3,1,1492,41,2280,16258,1,17,3,3,3,1,1,1,1,26
1391,0,0,0,1,3,5,1,40,0,4,2,3,5,600,37,18109,25251,7,13,3,1,2,7,5,0,6,9
1392,0,0,2,1,1,4,1,52,1,4,4,2,2,515,87,5029,26123,1,11,3,2,3,1,1,1,1,14
1393,0,2,1,0,1,1,0,36,0,3,3,3,2,611,82,4576,15751,1,13,3,2,2,1,1,1,1,6
1394,1,1,2,1,1,5,0,44,0,3,3,3,3,969,86,19231,12294,8,12,3,3,1,5,0,0,2,7
1395,1,0,0,1,3,4,1,31,0,2,3,3,2,630,60,4095,14045,0,12,3,3,3,0,0,0,0,11
1396,1,1,1,1,1,2,0,33,0,3,1,3,1,1075,30,2127,17657,4,14,3,6,3,3,2,1,2,8
1397,1,2,2,1,3,6,1,44,0,4,3,3,1,1359,73,2426,11393,0,14,3,6,2,0,0,0,0,1
1398,1,0,2,1,3,4,0,47,0,3,2,3,3,942,94,3438,7305,3,11,3,2,3,2,2,2,2,1
1399,1,0,1,1,3,3,0,46,0,3,1,3,3,1112,56,13833,11454,0,14,3,3,4,0,0,0,0,4
1400,0,0,2,1,1,4,0,36,0,3,3,3,3,132,43,8159,5354,2,18,3,3,3,2,1,1,2,1
1401,0,1,0,1,1,6,1,18,1,3,3,2,1,1357,84,1903,26664,1,17,3,4,3,1,1,0,1,5
1402,0,1,2,2,2,7,1,42,0,3,3,3,2,109,100,6072,19198,4,18,3,6,4,4,4,1,4,7
1403,0,1,2,2,3,7,0,37,0,3,1,3,3,290,67,4216,21016,1,12,3,3,2,1,1,1,1,9
1404,1,1,2,2,1,3,1,38,0,4,2,3,5,989,34,17854,25336,4,15,3,4,4,4,4,4,4,6
1405,1,1,2,1,3,6,1,37,0,3,2,4,1,1176,63,2728,6830,1,17,3,3,3,1,1,0,1,6
1406,1,0,2,1,5,3,0,43,0,1,4,3,4,555,59,12835,8334,7,11,3,3,3,1,0,0,0,2
1407,1,2,2,2,4,7,0,46,0,4,3,3,4,165,87,8507,3418,1,16,3,6,3,1,1,1,1,8
